('6677f9697acf35542d8eeb54', 'WRO', 'TZL', 100, '2024-06-25', '04:39:00', 'Air France', '9 hours', 352)
('6677f9a57acf35542d8ef583', 'PDP', 'DJG', 100, '2024-06-29', '03:42:00', 'Lufthansa', '4 hours', 57)
('6677f9a57acf35542d8ef584', 'PDP', 'SMF', 100, '2024-06-26', '13:37:00', 'Ryanair', '10 hours', 399)
('6677f9a57acf35542d8ef586', 'IXB', 'CAG', 100, '2024-07-03', '03:47:00', 'Lufthansa', '3 hours', 324)
('6677f9a57acf35542d8ef587', 'IXB', 'BIO', 100, '2024-06-24', '16:40:00', 'EasyJet', '3 hours', 431)
('6677f9a57acf35542d8ef588', 'IXB', 'XCH', 100, '2024-06-28', '23:33:00', 'Lufthansa', '10 hours', 453)
('6677f9a57acf35542d8ef589', 'IXB', 'CZL', 100, '2024-06-24', '15:11:00', 'British Airways', '8 hours', 195)
('6677f9a57acf35542d8ef58b', 'SRY', 'MSQ', 100, '2024-06-28', '14:27:00', 'Ryanair', '14 hours', 318)
('6677f9a57acf35542d8ef58c', 'SRY', 'SZF', 100, '2024-06-25', '01:04:00', 'British Airways', '13 hours', 311)
('6677f9a57acf35542d8ef58d', 'SRY', 'BLR', 100, '2024-06-24', '12:03:00', 'Air France', '13 hours', 75)
('6677f9a57acf35542d8ef590', 'VRA', 'CAG', 100, '2024-06-24', '00:46:00', 'British Airways', '14 hours', 249)
('6677f9a57acf35542d8ef595', 'ZAH', 'MAR', 100, '2024-06-25', '15:05:00', 'Air France', '9 hours', 418)
('6677f9a57acf35542d8ef596', 'ZAH', 'STY', 100, '2024-06-27', '17:59:00', 'Lufthansa', '1 hours', 224)
('6677f9a57acf35542d8ef597', 'ZAH', 'GEM', 100, '2024-06-30', '15:03:00', 'EasyJet', '3 hours', 267)
('6677f9a57acf35542d8ef59a', 'MSY', 'CHQ', 100, '2024-06-24', '17:44:00', 'Ryanair', '5 hours', 325)
('6677f9a57acf35542d8ef59b', 'MSY', 'YKS', 100, '2024-06-27', '21:44:00', 'Lufthansa', '2 hours', 128)
('6677f9a57acf35542d8ef59f', 'DAR', 'ZHA', 100, '2024-07-03', '21:41:00', 'EasyJet', '6 hours', 285)
('6677f9a57acf35542d8ef5a0', 'DAR', 'BUZ', 100, '2024-06-28', '21:33:00', 'Ryanair', '4 hours', 413)
('6677f9a57acf35542d8ef5a1', 'DAR', 'YXE', 100, '2024-06-30', '16:09:00', 'EasyJet', '7 hours', 234)
('6677f9a57acf35542d8ef5a2', 'DAR', 'PZO', 100, '2024-06-29', '14:25:00', 'Air France', '6 hours', 219)
('6677f9a67acf35542d8ef5a4', 'CAI', 'NLU', 100, '2024-06-29', '21:17:00', 'EasyJet', '4 hours', 471)
('6677f9a67acf35542d8ef5a5', 'CAI', 'FLL', 100, '2024-06-29', '00:43:00', 'Ryanair', '10 hours', 109)
('6677f9a67acf35542d8ef5a6', 'CAI', 'SDQ', 100, '2024-06-27', '18:01:00', 'Air France', '12 hours', 463)
('6677f9a67acf35542d8ef5a9', 'NLU', 'PUY', 100, '2024-07-01', '16:32:00', 'Air France', '11 hours', 381)
('6677f9a67acf35542d8ef5ae', 'RST', 'HEL', 100, '2024-07-03', '04:36:00', 'Air France', '13 hours', 175)
('6677f9a67acf35542d8ef5af', 'RST', 'LEJ', 100, '2024-06-29', '09:49:00', 'EasyJet', '5 hours', 358)
('6677f9a67acf35542d8ef5b3', 'EWR', 'BWA', 100, '2024-06-24', '16:28:00', 'Lufthansa', '7 hours', 140)
('6677f9a67acf35542d8ef5b4', 'EWR', 'AAL', 100, '2024-06-29', '06:49:00', 'Ryanair', '12 hours', 266)
('6677f9a67acf35542d8ef5b8', 'LIN', 'AAY', 100, '2024-06-29', '02:22:00', 'EasyJet', '14 hours', 412)
('6677f9a67acf35542d8ef5b9', 'LIN', 'GCM', 100, '2024-06-24', '08:27:00', 'Lufthansa', '9 hours', 207)
('6677f9a67acf35542d8ef5bd', 'INV', 'OVD', 100, '2024-07-01', '18:24:00', 'EasyJet', '6 hours', 253)
('6677f9a67acf35542d8ef5be', 'INV', 'AWZ', 100, '2024-06-29', '11:24:00', 'Lufthansa', '8 hours', 257)
('6677f9a67acf35542d8ef5c2', 'YNJ', 'SZG', 100, '2024-06-25', '04:26:00', 'Ryanair', '3 hours', 421)
('6677f9a67acf35542d8ef5c3', 'YNJ', 'SZZ', 100, '2024-07-01', '22:08:00', 'EasyJet', '4 hours', 192)
('6677f9a67acf35542d8ef5c4', 'YNJ', 'LIL', 100, '2024-06-26', '04:20:00', 'EasyJet', '4 hours', 442)
('6677f9a67acf35542d8ef5c5', 'YNJ', 'GCM', 100, '2024-07-03', '07:03:00', 'British Airways', '7 hours', 244)
('6677f9a67acf35542d8ef5c7', 'JOG', 'IAS', 100, '2024-06-30', '13:37:00', 'Lufthansa', '6 hours', 201)
('6677f9a67acf35542d8ef5cc', 'AWZ', 'EXT', 100, '2024-06-26', '03:46:00', 'Air France', '12 hours', 158)
('6677f9a67acf35542d8ef5cd', 'AWZ', 'BRM', 100, '2024-06-24', '02:57:00', 'British Airways', '5 hours', 310)
('6677f9a67acf35542d8ef5ce', 'AWZ', 'KTW', 100, '2024-06-30', '08:24:00', 'Lufthansa', '14 hours', 169)
('6677f9a67acf35542d8ef5d1', 'HET', 'PPG', 100, '2024-07-02', '20:11:00', 'British Airways', '2 hours', 414)
('6677f9a67acf35542d8ef5d2', 'HET', 'LRM', 100, '2024-06-26', '17:28:00', 'Lufthansa', '4 hours', 42)
('6677f9a67acf35542d8ef5d3', 'HET', 'RVY', 100, '2024-06-30', '02:21:00', 'Air France', '2 hours', 330)
('6677f9a67acf35542d8ef5d4', 'HET', 'MXP', 100, '2024-06-27', '05:19:00', 'EasyJet', '3 hours', 207)
('6677f9a77acf35542d8ef5d6', 'JFK', 'CCC', 100, '2024-07-02', '09:01:00', 'British Airways', '9 hours', 248)
('6677f9a77acf35542d8ef5d7', 'JFK', 'CND', 100, '2024-06-24', '00:02:00', 'Air France', '3 hours', 432)
('6677f9a77acf35542d8ef5db', 'OSR', 'AHO', 100, '2024-06-30', '08:46:00', 'EasyJet', '13 hours', 375)
('6677f9a77acf35542d8ef5dc', 'OSR', 'OPO', 100, '2024-07-01', '06:46:00', 'Lufthansa', '6 hours', 264)
('6677f9a77acf35542d8ef5dd', 'OSR', 'IFN', 100, '2024-06-25', '07:55:00', 'British Airways', '12 hours', 258)
('6677f9a77acf35542d8ef5de', 'OSR', 'SYZ', 100, '2024-06-27', '19:30:00', 'EasyJet', '13 hours', 309)
('6677f9a77acf35542d8ef5e0', 'SLD', 'AAY', 100, '2024-06-25', '20:35:00', 'British Airways', '12 hours', 366)
('6677f9a77acf35542d8ef5e5', 'GYD', 'SKO', 100, '2024-06-29', '16:36:00', 'British Airways', '12 hours', 484)
('6677f9a77acf35542d8ef5e6', 'GYD', 'LAX', 100, '2024-06-25', '09:47:00', 'British Airways', '10 hours', 93)
('6677f9a77acf35542d8ef5ea', 'PLM', 'PTG', 100, '2024-06-24', '16:29:00', 'Air France', '3 hours', 242)
('6677f9a77acf35542d8ef5ef', 'ZTR', 'VLI', 100, '2024-06-26', '19:05:00', 'Lufthansa', '5 hours', 497)
('6677f9a77acf35542d8ef5f0', 'ZTR', 'SAH', 100, '2024-07-02', '06:08:00', 'Lufthansa', '10 hours', 50)
('6677f9a77acf35542d8ef5f4', 'ZAZ', 'MRU', 100, '2024-06-28', '16:17:00', 'EasyJet', '1 hours', 302)
('6677f9a77acf35542d8ef5f5', 'ZAZ', 'KGS', 100, '2024-06-27', '12:30:00', 'Ryanair', '8 hours', 404)
('6677f9a77acf35542d8ef5f6', 'ZAZ', 'AOI', 100, '2024-07-03', '17:04:00', 'Air France', '3 hours', 402)
('6677f9a77acf35542d8ef5f7', 'ZAZ', 'CMW', 100, '2024-06-26', '12:00:00', 'Lufthansa', '8 hours', 121)
('6677f9a77acf35542d8ef5f9', 'LXA', 'NBE', 100, '2024-06-24', '23:18:00', 'Lufthansa', '1 hours', 109)
('6677f9a77acf35542d8ef5fa', 'LXA', 'LCK', 100, '2024-06-28', '01:50:00', 'Lufthansa', '9 hours', 232)
('6677f9a77acf35542d8ef5fe', 'THR', 'SCO', 100, '2024-07-02', '05:39:00', 'Air France', '4 hours', 332)
('6677f9a77acf35542d8ef5ff', 'THR', 'SYD', 100, '2024-06-25', '13:35:00', 'EasyJet', '1 hours', 307)
('6677f9a77acf35542d8ef600', 'THR', 'AGA', 100, '2024-07-03', '09:31:00', 'EasyJet', '1 hours', 100)
('6677f9a77acf35542d8ef601', 'THR', 'KAB', 100, '2024-06-24', '21:38:00', 'Lufthansa', '12 hours', 172)
('6677f9a87acf35542d8ef603', 'JWN', 'PHL', 100, '2024-06-24', '05:35:00', 'EasyJet', '6 hours', 276)
('6677f9a87acf35542d8ef604', 'JWN', 'KLU', 100, '2024-07-02', '14:13:00', 'British Airways', '4 hours', 104)
('6677f9a87acf35542d8ef605', 'JWN', 'NAN', 100, '2024-06-25', '14:20:00', 'Ryanair', '9 hours', 303)
('6677f9a87acf35542d8ef606', 'JWN', 'ATI', 100, '2024-06-27', '09:29:00', 'Air France', '11 hours', 415)
('6677f9a87acf35542d8ef608', 'VLC', 'BOJ', 100, '2024-06-29', '22:14:00', 'British Airways', '9 hours', 395)
('6677f9a87acf35542d8ef609', 'VLC', 'CRA', 100, '2024-06-24', '00:12:00', 'Ryanair', '14 hours', 386)
('6677f9a87acf35542d8ef60d', 'BLA', 'TOF', 100, '2024-06-27', '01:32:00', 'British Airways', '9 hours', 402)
('6677f9a87acf35542d8ef60e', 'BLA', 'MFR', 100, '2024-06-29', '21:10:00', 'Air France', '14 hours', 348)
('6677f9a87acf35542d8ef612', 'IBZ', 'BRX', 100, '2024-06-29', '17:49:00', 'Ryanair', '5 hours', 93)
('6677f9a87acf35542d8ef613', 'IBZ', 'MAD', 100, '2024-07-02', '16:59:00', 'Air France', '5 hours', 138)
('6677f9a87acf35542d8ef617', 'TXN', 'LCK', 100, '2024-06-28', '21:27:00', 'Lufthansa', '9 hours', 497)
('6677f9a87acf35542d8ef618', 'TXN', 'BOD', 100, '2024-06-27', '03:49:00', 'EasyJet', '11 hours', 194)
('6677f9a87acf35542d8ef619', 'TXN', 'ABZ', 100, '2024-06-27', '14:46:00', 'Lufthansa', '6 hours', 426)
('6677f9a87acf35542d8ef61a', 'TXN', 'LIN', 100, '2024-06-25', '03:39:00', 'Air France', '8 hours', 157)
('6677f9a87acf35542d8ef61c', 'TRW', 'IAR', 100, '2024-06-28', '02:28:00', 'Ryanair', '5 hours', 177)
('6677f9a87acf35542d8ef61d', 'TRW', 'GEG', 100, '2024-07-02', '15:53:00', 'Ryanair', '2 hours', 394)
('6677f9a87acf35542d8ef61e', 'TRW', 'NRN', 100, '2024-07-01', '23:35:00', 'Ryanair', '6 hours', 380)
('6677f9a87acf35542d8ef61f', 'TRW', 'POP', 100, '2024-07-02', '10:25:00', 'Air France', '13 hours', 473)
('6677f9a97acf35542d8ef621', 'HRI', 'KRK', 100, '2024-06-25', '02:59:00', 'British Airways', '14 hours', 401)
('6677f9a97acf35542d8ef622', 'HRI', 'YXE', 100, '2024-07-03', '20:01:00', 'British Airways', '13 hours', 311)
('6677f9a97acf35542d8ef623', 'HRI', 'HAV', 100, '2024-06-26', '17:15:00', 'Air France', '10 hours', 239)
('6677f9a97acf35542d8ef624', 'HRI', 'WMI', 100, '2024-07-03', '21:19:00', 'Ryanair', '9 hours', 366)
('6677f9a97acf35542d8ef626', 'BJV', 'LBD', 100, '2024-06-24', '11:02:00', 'Lufthansa', '4 hours', 77)
('6677f9a97acf35542d8ef627', 'BJV', 'BGW', 100, '2024-06-24', '13:40:00', 'Ryanair', '7 hours', 422)
('6677f9a97acf35542d8ef628', 'BJV', 'OAK', 100, '2024-06-24', '23:17:00', 'Air France', '3 hours', 438)
('6677f9a97acf35542d8ef629', 'BJV', 'ZAH', 100, '2024-06-28', '18:44:00', 'British Airways', '13 hours', 323)
('6677f9a97acf35542d8ef62b', 'REU', 'ESL', 100, '2024-06-26', '03:17:00', 'EasyJet', '3 hours', 207)
('6677f9a97acf35542d8ef62c', 'REU', 'DAC', 100, '2024-06-27', '17:32:00', 'EasyJet', '6 hours', 213)
('6677f9a97acf35542d8ef62d', 'REU', 'NKC', 100, '2024-06-24', '10:01:00', 'Lufthansa', '13 hours', 472)
('6677f9a97acf35542d8ef62e', 'REU', 'CLY', 100, '2024-06-30', '13:29:00', 'Air France', '6 hours', 299)
('6677f9a97acf35542d8ef630', 'TIA', 'IGT', 100, '2024-06-30', '09:23:00', 'Air France', '1 hours', 467)
('6677f9a97acf35542d8ef631', 'TIA', 'URG', 100, '2024-07-03', '14:27:00', 'EasyJet', '12 hours', 332)
('6677f9a97acf35542d8ef635', 'TNG', 'BRS', 100, '2024-06-26', '11:12:00', 'Lufthansa', '11 hours', 289)
('6677f9a97acf35542d8ef63a', 'AXA', 'UVF', 100, '2024-06-27', '03:16:00', 'Lufthansa', '4 hours', 468)
('6677f9a97acf35542d8ef63b', 'AXA', 'AWZ', 100, '2024-06-26', '19:12:00', 'Air France', '2 hours', 333)
('6677f9a97acf35542d8ef63c', 'AXA', 'SZZ', 100, '2024-06-29', '00:24:00', 'EasyJet', '4 hours', 316)
('6677f9a97acf35542d8ef63d', 'AXA', 'EXT', 100, '2024-06-30', '14:21:00', 'Lufthansa', '10 hours', 445)
('6677f9a97acf35542d8ef63f', 'EAS', 'SXB', 100, '2024-06-30', '08:32:00', 'Lufthansa', '13 hours', 210)
('6677f9a97acf35542d8ef640', 'EAS', 'MDC', 100, '2024-06-25', '21:39:00', 'Ryanair', '12 hours', 450)
('6677f9a97acf35542d8ef641', 'EAS', 'OCF', 100, '2024-06-29', '17:01:00', 'Lufthansa', '13 hours', 405)
('6677f9a97acf35542d8ef642', 'EAS', 'HFE', 100, '2024-06-27', '06:30:00', 'Ryanair', '4 hours', 266)
('6677f9aa7acf35542d8ef644', 'GBT', 'BND', 100, '2024-06-27', '21:52:00', 'Air France', '10 hours', 297)
('6677f9aa7acf35542d8ef645', 'GBT', 'KGS', 100, '2024-06-26', '22:13:00', 'Ryanair', '8 hours', 275)
('6677f9aa7acf35542d8ef646', 'GBT', 'BFS', 100, '2024-07-02', '22:16:00', 'EasyJet', '6 hours', 185)
('6677f9aa7acf35542d8ef647', 'GBT', 'TXC', 100, '2024-06-26', '10:01:00', 'Air France', '9 hours', 393)
('6677f9aa7acf35542d8ef649', 'TAI', 'CCC', 100, '2024-06-28', '04:24:00', 'EasyJet', '12 hours', 432)
('6677f9aa7acf35542d8ef64e', 'GXF', 'CRA', 100, '2024-06-25', '06:47:00', 'Ryanair', '2 hours', 58)
('6677f9aa7acf35542d8ef64f', 'GXF', 'TFS', 100, '2024-06-30', '16:14:00', 'Air France', '6 hours', 340)
('6677f9aa7acf35542d8ef653', 'AUS', 'JWN', 100, '2024-07-01', '20:02:00', 'Air France', '5 hours', 241)
('6677f9aa7acf35542d8ef654', 'AUS', 'TFS', 100, '2024-06-30', '15:22:00', 'British Airways', '4 hours', 311)
('6677f9aa7acf35542d8ef655', 'AUS', 'PPS', 100, '2024-06-29', '04:47:00', 'Lufthansa', '2 hours', 104)
('6677f9aa7acf35542d8ef656', 'AUS', 'MUC', 100, '2024-06-29', '04:50:00', 'Ryanair', '8 hours', 493)
('6677f9aa7acf35542d8ef658', 'MCI', 'PHE', 100, '2024-06-27', '22:48:00', 'EasyJet', '12 hours', 337)
('6677f9aa7acf35542d8ef659', 'MCI', 'CLJ', 100, '2024-07-02', '06:37:00', 'British Airways', '7 hours', 123)
('6677f9aa7acf35542d8ef65d', 'PVD', 'VRA', 100, '2024-06-24', '12:06:00', 'Ryanair', '8 hours', 257)
('6677f9aa7acf35542d8ef65e', 'PVD', 'MGQ', 100, '2024-06-29', '21:21:00', 'Lufthansa', '1 hours', 448)
('6677f9aa7acf35542d8ef65f', 'PVD', 'ILZ', 100, '2024-06-24', '12:32:00', 'Ryanair', '13 hours', 467)
('6677f9aa7acf35542d8ef662', 'NUE', 'PVD', 100, '2024-06-29', '07:40:00', 'Lufthansa', '10 hours', 185)
('6677f9ab7acf35542d8ef667', 'CIY', 'NTY', 100, '2024-06-29', '21:07:00', 'Ryanair', '4 hours', 238)
('6677f9ab7acf35542d8ef668', 'CIY', 'ARN', 100, '2024-06-30', '04:01:00', 'EasyJet', '14 hours', 148)
('6677f9ab7acf35542d8ef669', 'CIY', 'YXE', 100, '2024-06-24', '09:37:00', 'Lufthansa', '3 hours', 208)
('6677f9ab7acf35542d8ef66a', 'CIY', 'DSS', 100, '2024-06-25', '15:06:00', 'Air France', '6 hours', 287)
('6677f9ab7acf35542d8ef66c', 'BUQ', 'CCC', 100, '2024-06-26', '19:20:00', 'Lufthansa', '9 hours', 174)
('6677f9ab7acf35542d8ef66d', 'BUQ', 'SNN', 100, '2024-07-03', '07:37:00', 'Ryanair', '11 hours', 452)
('6677f9ab7acf35542d8ef66e', 'BUQ', 'PUF', 100, '2024-06-28', '02:07:00', 'Lufthansa', '8 hours', 327)
('6677f9ab7acf35542d8ef671', 'DWC', 'IAM', 100, '2024-07-03', '03:14:00', 'Lufthansa', '6 hours', 218)
('6677f9ab7acf35542d8ef672', 'DWC', 'DDG', 100, '2024-07-01', '17:21:00', 'British Airways', '9 hours', 432)
('6677f9ab7acf35542d8ef676', 'CIT', 'MQP', 100, '2024-07-02', '14:37:00', 'Ryanair', '2 hours', 404)
('6677f9ab7acf35542d8ef67b', 'ABD', 'ASR', 100, '2024-06-28', '01:28:00', 'Air France', '4 hours', 187)
('6677f9ab7acf35542d8ef67c', 'ABD', 'CRL', 100, '2024-07-03', '12:57:00', 'Lufthansa', '8 hours', 161)
('6677f9ab7acf35542d8ef67d', 'ABD', 'GCM', 100, '2024-06-30', '07:36:00', 'EasyJet', '7 hours', 158)
('6677f9ab7acf35542d8ef680', 'MRU', 'NGB', 100, '2024-06-25', '01:09:00', 'EasyJet', '8 hours', 107)
('6677f9ab7acf35542d8ef681', 'MRU', 'BLL', 100, '2024-06-29', '21:37:00', 'Ryanair', '11 hours', 167)
('6677f9ab7acf35542d8ef682', 'MRU', 'IAS', 100, '2024-06-28', '18:26:00', 'Ryanair', '14 hours', 185)
('6677f9ab7acf35542d8ef685', 'CHS', 'SEN', 100, '2024-06-29', '20:00:00', 'Ryanair', '5 hours', 481)
('6677f9ab7acf35542d8ef686', 'CHS', 'GAU', 100, '2024-06-27', '10:31:00', 'EasyJet', '12 hours', 270)
('6677f9ab7acf35542d8ef687', 'CHS', 'DXB', 100, '2024-07-03', '13:40:00', 'Lufthansa', '13 hours', 237)
('6677f9ab7acf35542d8ef68a', 'PWM', 'MAH', 100, '2024-06-30', '16:57:00', 'Air France', '14 hours', 448)
('6677f9ab7acf35542d8ef68b', 'PWM', 'STL', 100, '2024-06-28', '06:36:00', 'EasyJet', '6 hours', 226)
('6677f9ac7acf35542d8ef68f', 'FAI', 'CCS', 100, '2024-06-27', '08:44:00', 'Lufthansa', '13 hours', 369)
('6677f9ac7acf35542d8ef690', 'FAI', 'TOF', 100, '2024-06-30', '12:54:00', 'EasyJet', '4 hours', 159)
('6677f9ac7acf35542d8ef691', 'FAI', 'AAL', 100, '2024-06-25', '13:49:00', 'EasyJet', '10 hours', 450)
('6677f9ac7acf35542d8ef692', 'FAI', 'TPE', 100, '2024-06-25', '23:14:00', 'British Airways', '7 hours', 386)
('6677f9ac7acf35542d8ef694', 'FAR', 'DWC', 100, '2024-06-27', '00:24:00', 'British Airways', '10 hours', 420)
('6677f9ac7acf35542d8ef695', 'FAR', 'JUJ', 100, '2024-06-28', '15:56:00', 'British Airways', '7 hours', 295)
('6677f9ac7acf35542d8ef696', 'FAR', 'CLO', 100, '2024-06-28', '22:54:00', 'Ryanair', '7 hours', 109)
('6677f9ac7acf35542d8ef697', 'FAR', 'ABZ', 100, '2024-06-29', '21:01:00', 'British Airways', '8 hours', 145)
('6677f9ad7acf35542d8ef699', 'IAH', 'MVB', 100, '2024-06-27', '09:51:00', 'British Airways', '5 hours', 234)
('6677f9ad7acf35542d8ef69e', 'LBD', 'OUA', 100, '2024-06-24', '12:37:00', 'Air France', '12 hours', 85)
('6677f9ad7acf35542d8ef69f', 'LBD', 'CHQ', 100, '2024-07-03', '10:18:00', 'Ryanair', '4 hours', 106)
('6677f9ad7acf35542d8ef6a0', 'LBD', 'YTY', 100, '2024-06-25', '01:27:00', 'British Airways', '1 hours', 367)
('6677f9ad7acf35542d8ef6a1', 'LBD', 'AHU', 100, '2024-07-01', '20:45:00', 'Ryanair', '4 hours', 264)
('6677f9ad7acf35542d8ef6a3', 'SBZ', 'SUV', 100, '2024-06-28', '06:45:00', 'Ryanair', '13 hours', 141)
('6677f9ad7acf35542d8ef6a8', 'NKC', 'KHN', 100, '2024-06-28', '03:57:00', 'Air France', '8 hours', 332)
('6677f9ad7acf35542d8ef6ad', 'WAW', 'TRS', 100, '2024-07-03', '17:13:00', 'EasyJet', '6 hours', 333)
('6677f9ad7acf35542d8ef6ae', 'WAW', 'CAN', 100, '2024-06-30', '14:29:00', 'EasyJet', '2 hours', 431)
('6677f9ad7acf35542d8ef6af', 'WAW', 'IFP', 100, '2024-06-27', '08:49:00', 'Lufthansa', '3 hours', 365)
('6677f9ad7acf35542d8ef6b2', 'BEG', 'VIE', 100, '2024-06-25', '06:01:00', 'Ryanair', '3 hours', 58)
('6677f9ad7acf35542d8ef6b3', 'BEG', 'SCO', 100, '2024-06-24', '13:08:00', 'Ryanair', '10 hours', 131)
('6677f9ad7acf35542d8ef6b4', 'BEG', 'FMO', 100, '2024-06-27', '06:47:00', 'Lufthansa', '5 hours', 326)
('6677f9ad7acf35542d8ef6b7', 'OSI', 'JIB', 100, '2024-07-03', '18:37:00', 'British Airways', '3 hours', 314)
('6677f9ad7acf35542d8ef6b8', 'OSI', 'SPN', 100, '2024-06-30', '11:16:00', 'Ryanair', '12 hours', 290)
('6677f9ad7acf35542d8ef6b9', 'OSI', 'RAR', 100, '2024-06-24', '11:26:00', 'Ryanair', '12 hours', 497)
('6677f9ad7acf35542d8ef6bc', 'PMV', 'LRM', 100, '2024-06-24', '19:39:00', 'British Airways', '8 hours', 332)
('6677f9ad7acf35542d8ef6bd', 'PMV', 'ZHA', 100, '2024-06-25', '21:20:00', 'Air France', '13 hours', 326)
('6677f9ad7acf35542d8ef6be', 'PMV', 'LAX', 100, '2024-06-27', '04:29:00', 'Ryanair', '5 hours', 179)
('6677f9ad7acf35542d8ef6bf', 'PMV', 'HAN', 100, '2024-07-03', '21:05:00', 'British Airways', '3 hours', 161)
('6677f9ae7acf35542d8ef6c1', 'AAC', 'WUX', 100, '2024-06-25', '09:27:00', 'EasyJet', '6 hours', 72)
('6677f9ae7acf35542d8ef6c2', 'AAC', 'ZAZ', 100, '2024-07-02', '12:35:00', 'Air France', '14 hours', 449)
('6677f9ae7acf35542d8ef6c6', 'VAV', 'POZ', 100, '2024-06-28', '11:54:00', 'Air France', '8 hours', 421)
('6677f9ae7acf35542d8ef6c7', 'VAV', 'LCJ', 100, '2024-07-03', '00:58:00', 'Air France', '13 hours', 476)
('6677f9ae7acf35542d8ef6c8', 'VAV', 'KTW', 100, '2024-07-01', '03:09:00', 'Ryanair', '5 hours', 320)
('6677f9ae7acf35542d8ef6c9', 'VAV', 'DAC', 100, '2024-06-29', '22:45:00', 'Ryanair', '1 hours', 113)
('6677f9ae7acf35542d8ef6cb', 'VFA', 'YTY', 100, '2024-06-25', '23:51:00', 'Lufthansa', '8 hours', 364)
('6677f9ae7acf35542d8ef6cc', 'VFA', 'SUV', 100, '2024-06-26', '21:08:00', 'British Airways', '14 hours', 46)
('6677f9ae7acf35542d8ef6cd', 'VFA', 'AXM', 100, '2024-07-01', '13:23:00', 'Lufthansa', '11 hours', 133)
('6677f9ae7acf35542d8ef6ce', 'VFA', 'ZAH', 100, '2024-06-26', '07:23:00', 'EasyJet', '9 hours', 67)
('6677f9ae7acf35542d8ef6d0', 'XIY', 'IKA', 100, '2024-06-30', '12:05:00', 'British Airways', '2 hours', 92)
('6677f9ae7acf35542d8ef6d1', 'XIY', 'PHL', 100, '2024-06-29', '08:46:00', 'British Airways', '3 hours', 219)
('6677f9ae7acf35542d8ef6d2', 'XIY', 'GEG', 100, '2024-06-30', '11:38:00', 'British Airways', '5 hours', 334)
('6677f9ae7acf35542d8ef6d3', 'XIY', 'TNG', 100, '2024-06-24', '01:10:00', 'Air France', '3 hours', 93)
('6677f9ae7acf35542d8ef6d5', 'PNA', 'KUO', 100, '2024-07-02', '15:40:00', 'EasyJet', '7 hours', 293)
('6677f9ae7acf35542d8ef6d6', 'PNA', 'BOH', 100, '2024-06-29', '22:32:00', 'British Airways', '3 hours', 236)
('6677f9ae7acf35542d8ef6da', 'SSG', 'TIV', 100, '2024-06-25', '17:17:00', 'British Airways', '9 hours', 80)
('6677f9ae7acf35542d8ef6db', 'SSG', 'VLI', 100, '2024-06-29', '10:07:00', 'British Airways', '13 hours', 87)
('6677f9ae7acf35542d8ef6dc', 'SSG', 'MMK', 100, '2024-07-02', '13:24:00', 'EasyJet', '7 hours', 435)
('6677f9ae7acf35542d8ef6dd', 'SSG', 'TOF', 100, '2024-07-02', '11:20:00', 'Ryanair', '2 hours', 399)
('6677f9af7acf35542d8ef6df', 'BLZ', 'PKU', 100, '2024-06-27', '00:27:00', 'Ryanair', '12 hours', 445)
('6677f9af7acf35542d8ef6e0', 'BLZ', 'GRZ', 100, '2024-06-29', '01:14:00', 'Ryanair', '1 hours', 227)
('6677f9af7acf35542d8ef6e1', 'BLZ', 'SJW', 100, '2024-06-24', '08:21:00', 'British Airways', '14 hours', 239)
('6677f9af7acf35542d8ef6e4', 'POP', 'MXP', 100, '2024-06-24', '21:05:00', 'British Airways', '7 hours', 263)
('6677f9af7acf35542d8ef6e5', 'POP', 'BTH', 100, '2024-06-29', '01:06:00', 'Lufthansa', '7 hours', 413)
('6677f9af7acf35542d8ef6e6', 'POP', 'GOT', 100, '2024-06-30', '18:25:00', 'Lufthansa', '12 hours', 476)
('6677f9af7acf35542d8ef6e7', 'POP', 'SZG', 100, '2024-06-30', '16:47:00', 'British Airways', '14 hours', 143)
('6677f9af7acf35542d8ef6e9', 'AJA', 'RST', 100, '2024-06-26', '16:10:00', 'British Airways', '4 hours', 448)
('6677f9af7acf35542d8ef6ee', 'CDG', 'SZG', 100, '2024-07-01', '23:18:00', 'Ryanair', '4 hours', 466)
('6677f9af7acf35542d8ef6ef', 'CDG', 'BEG', 100, '2024-07-03', '04:11:00', 'Ryanair', '10 hours', 120)
('6677f9af7acf35542d8ef6f0', 'CDG', 'INC', 100, '2024-06-26', '18:30:00', 'EasyJet', '1 hours', 274)
('6677f9af7acf35542d8ef6f1', 'CDG', 'BOS', 100, '2024-07-03', '05:57:00', 'Air France', '11 hours', 470)
('6677f9af7acf35542d8ef6f3', 'JJN', 'SRE', 100, '2024-06-24', '20:34:00', 'Ryanair', '13 hours', 249)
('6677f9af7acf35542d8ef6f4', 'JJN', 'OVD', 100, '2024-06-27', '05:18:00', 'EasyJet', '7 hours', 178)
('6677f9af7acf35542d8ef6f5', 'JJN', 'ZTH', 100, '2024-07-01', '22:48:00', 'British Airways', '6 hours', 41)
('6677f9af7acf35542d8ef6f6', 'JJN', 'VLC', 100, '2024-06-27', '18:10:00', 'Lufthansa', '7 hours', 62)
('6677f9af7acf35542d8ef6f8', 'ZTH', 'EDI', 100, '2024-06-25', '07:19:00', 'Air France', '9 hours', 93)
('6677f9af7acf35542d8ef6f9', 'ZTH', 'KTW', 100, '2024-06-27', '17:23:00', 'Ryanair', '13 hours', 153)
